тип,Пр.Всего,Цена,Балк/Лодж,Санузел,Тип дома,Отделка,Этаж,Мебель,ПлощКухни,ЖилПлощ,Кол-воЭтаж,Кол-воКомн,Парковка,Ремонт,ВысПотол,Техника,ОбщПлощ,ГодПостр,Широта,Долгота,Адрес
Вторичка,2334,7890000,балкон,совмещенный,кирпичный,,5,,8 м²,32.3 м²,5,2,,дизайнерский,3 м,,58 м²,1963,55.833663,49.074191,"Республика Татарстан, Казань, ул. Восстания, 56"
Вторичка,505,6952000,лоджия,раздельный,кирпичный,,7,"кухня, хранение одежды, спальные места",8 м²,20.2 м²,14,1,открытая во дворе,косметический,,"холодильник, стиральная машина",36.6 м²,1988,55.82707977,49.05810165,"Республика Татарстан, Казань, ул. Кулахметова, 22"
Вторичка,2101,5000000,,совмещенный,панельный,,1,,5.4 м²,30 м²,5,2,открытая во дворе,требует ремонта,,,42.9 м²,1965,55.82091,49.056126,"Республика Татарстан (Татарстан), Казань, Краснококшайская ул., 170"
Вторичка,5749,5500000,,совмещенный,кирпичный,,2,,6 м²,28 м²,5,2,открытая во дворе,косметический,,,42.2 м²,,55.85464859,49.08983994,"Республика Татарстан, Казань, ул. Олега Кошевого, 4"
Вторичка,1015,8500000,балкон,совмещенный,кирпичный,,8,"кухня, хранение одежды, спальные места",16 м²,,10,1,открытая во дворе,евро,2.7 м,"кондиционер, холодильник, стиральная машина",35 м²,2009,55.79112625,49.18200684,"Республика Татарстан (Татарстан), Казань, Курская ул., 27"
Вторичка,2771,6700000,лоджия,совмещенный,кирпичный,,3,"кухня, хранение одежды, спальные места",7 м²,19 м²,14,1,открытая во дворе,требует ремонта,,"кондиционер, холодильник",34.5 м²,1978,55.825895908968704,49.0950884870208,"Республика Татарстан (Татарстан), Казань, пр-т Ямашева, 9"
Вторичка,1126,2790000,,совмещенный,кирпичный,,2,"кухня, хранение одежды, спальные места",,,5,студия,открытая во дворе,евро,,"холодильник, стиральная машина, водонагреватель",11.4 м²,1964,55.76472473,49.15443802,"Республика Татарстан, Казань, Роторная ул., 11"
Вторичка,6647,15600000,"балкон, лоджия",раздельный,кирпичный,,9,"кухня, хранение одежды, спальные места",11 м²,65 м²,18,3,"подземная, за шлагбаумом во дворе",евро,2.6 м,"кондиционер, холодильник, стиральная машина, посудомоечная машина",95 м²,,55.80089810946153,49.20452220825284,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Зур Урам, 1Кк5"
Вторичка,153,10500000,лоджия,совмещенный,кирпичный,,5,,11 м²,25 м²,9,1,,евро,,,44.5 м²,,55.81890106,49.13677597,"Республика Татарстан, Казань, Чистопольская ул., 68"
Вторичка,6128,5970000,,совмещенный,панельный,,7,,7.1 м²,,9,2,,евро,,,41.6 м²,1990,55.836474,49.139211,"Республика Татарстан, Казань, ул. Маршала Чуйкова, 55"
Вторичка,4342,4799000,балкон,совмещенный,кирпичный,,3,,7 м²,19 м²,9,1,открытая во дворе,косметический,,,36 м²,1989,55.8601,49.075916,"Республика Татарстан (Татарстан), Казань, ул. Побежимова, 53"
Вторичка,393,5099999,балкон,совмещенный,монолитный,,7,"кухня, хранение одежды, спальные места",15 м²,19.5 м²,18,1,открытая во дворе,косметический,2.7 м,"холодильник, стиральная машина",42 м²,2016,55.86413956,48.8795433,"р-н Кировский, Республика Татарстан, Казань, ул. Айрата Арсланова, 11"
